transitionVersion,project,medianInsertions,medianDeletions,medianFiles,medianChanges,medianNumberOfCodeFiles,medianNumberOfCodeFilesChanges,medianMedianDepthCodeFiles,totalCommits,totalChanges,totalNumberOfCodeFilesChanges,totalNumberOfTestFilesChanges,changesPerCommit,codeChangesPerCommit,testChangesPerCommit,countCommitsWithTests,testCommitRatio,totalCommitters,countLowContributors
6,core,5,2,1,8,1,6,4,409,180858,28018,1539,442.1955990220049,68.50366748166259,3.762836185819071,38,0.09290953545232274,28,5
7,core,6,2,1,8,1,4,4,384,114568,7714,1782,298.3541666666667,20.088541666666668,4.640625,52,0.13541666666666666,27,7
8,core,8,2,1,12,1,4,4,155,31628,4115,709,204.05161290322582,26.548387096774192,4.574193548387097,26,0.16774193548387098,29,9
9,core,5,2,1,8,1,4,4,254,29861,18701,6456,117.56299212598425,73.6259842519685,25.41732283464567,39,0.15354330708661418,31,10
10,core,5,2,1,9,1,6,3.5,332,16437,8626,2406,49.50903614457831,25.981927710843372,7.246987951807229,54,0.16265060240963855,34,11
11,core,5,2,1,9,1,5,4,400,246935,26161,4077,617.3375,65.4025,10.1925,54,0.135,38,12
12,core,6,3.5,1,11,1,6,4,338,170368,32311,3434,504.0473372781065,95.59467455621302,10.159763313609467,59,0.17455621301775148,29,8
13,core,7,3,1,12,1,7,4,761,442596,75604,9549,581.5978975032851,99.34822601839684,12.54796320630749,139,0.18265440210249673,31,4
14,core,6,2,1,9.5,1,4.5,4,460,203423,24659,3571,442.22391304347826,53.606521739130436,7.76304347826087,80,0.17391304347826086,31,8
15,core,7,2,1,11,1,5,4,274,81917,7593,3274,298.96715328467155,27.71167883211679,11.94890510948905,48,0.17518248175182483,40,13
16,core,7,3,1,12,1,7.5,4,344,755676,41858,6775,2196.732558139535,121.68023255813954,19.694767441860463,65,0.18895348837209303,46,21
17,core,7,2,1,14,1,6,3.5,251,13661,8898,1971,54.42629482071713,35.45019920318725,7.852589641434263,52,0.20717131474103587,31,8
18,core,8,3,1,14,1,8,3.5,320,170715,115229,3014,533.484375,360.090625,9.41875,54,0.16875,33,11
19,core,8,3,2,15,1,7,4,333,57551,38481,7959,172.82582582582583,115.55855855855856,23.9009009009009,90,0.2702702702702703,28,9
20,core,13,4,2,21,1,12,4,334,41984,23885,8188,125.7005988023952,71.5119760479042,24.51497005988024,88,0.2634730538922156,29,7
21,core,9,2,1,12,1,7,4,352,23200,12524,5894,65.9090909090909,35.57954545454545,16.744318181818183,98,0.2784090909090909,28,6
22,core,9,3,1,16,1,8,3,374,84616,64191,12665,226.24598930481284,171.63368983957218,33.86363636363637,94,0.25133689839572193,38,11
23,core,10,3,2,16,1,8,3.5,427,65748,42872,12395,153.97658079625293,100.40281030444964,29.028103044496486,120,0.2810304449648712,26,5
24,core,10,4,2,18.5,1,9,4,560,73821,47027,16138,131.82321428571427,83.97678571428571,28.817857142857143,185,0.33035714285714285,25,5
2,backbone,7,3,1,13,1,3,1,79,5382,675,4391,68.12658227848101,8.544303797468354,55.58227848101266,34,0.43037974683544306,9,7
3,backbone,7,2,1,13,1,2,1,99,4101,850,714,41.42424242424242,8.585858585858587,7.212121212121212,29,0.29292929292929293,21,17
4,backbone,7,1.5,1,8,0,0,1,32,1418,347,229,44.3125,10.84375,7.15625,9,0.28125,11,8
5,backbone,5.5,1.5,1,7.5,1,2,1,46,1733,314,132,37.67391304347826,6.826086956521739,2.869565217391304,12,0.2608695652173913,14,11
6,backbone,5,2,1,6,0,0,1,45,1374,263,685,30.533333333333335,5.844444444444444,15.222222222222221,10,0.2222222222222222,12,6
7,backbone,8,2,1,15,0,0,1,41,3086,133,2741,75.26829268292683,3.2439024390243905,66.85365853658537,25,0.6097560975609756,11,5
8,backbone,3,3,1,9,0,0,1,23,563,276,60,24.47826086956522,12,2.608695652173913,8,0.34782608695652173,9,7
9,backbone,13.5,2.5,1.5,18,0.5,1,1,16,331,89,115,20.6875,5.5625,7.1875,7,0.4375,8,4
10,backbone,7,5.5,1,13,1,3.5,1,46,1856,449,1208,40.34782608695652,9.76086956521739,26.26086956521739,18,0.391304347826087,10,7
11,backbone,12,6,1,19,1,2,1,37,1110,544,285,30,14.702702702702704,7.702702702702703,15,0.40540540540540543,10,5
12,backbone,4,2,1,8,1,2,1,35,554,132,184,15.82857142857143,3.7714285714285714,5.257142857142857,9,0.2571428571428571,8,3
13,backbone,7,3,1,12,1,3,1,103,4921,1480,3139,47.77669902912621,14.368932038834952,30.475728155339805,44,0.42718446601941745,10,3
14,backbone,5,3,1,9,1,2,1,149,18861,886,17532,126.58389261744966,5.946308724832215,117.66442953020135,66,0.4429530201342282,20,10
15,backbone,4,3,1,9,1,2,1,58,1694,376,431,29.20689655172414,6.482758620689655,7.431034482758621,20,0.3448275862068966,18,10
16,backbone,4,2.5,1,7,0,0,1,64,15106,913,754,236.03125,14.265625,11.78125,13,0.203125,18,11
17,backbone,5,3,1,9,0,0,1,79,23325,2724,4249,295.253164556962,34.48101265822785,53.78481012658228,27,0.34177215189873417,17,10
18,backbone,4,1,2,8,1,4,1,9,105,34,71,11.666666666666666,3.7777777777777777,7.888888888888889,5,0.5555555555555556,5,1
19,backbone,3.5,1,1,5.5,1,2,1,14,138,55,55,9.857142857142858,3.9285714285714284,3.9285714285714284,5,0.35714285714285715,6,3
20,backbone,1,1,1,3,0,0,1,19,739,24,405,38.89473684210526,1.263157894736842,21.31578947368421,4,0.21052631578947367,7,4
21,backbone,2,1,1,4,0,0,1,14,156,6,0,11.142857142857142,0.42857142857142855,0,0,0,7,4
22,backbone,2,2,1,4,0,0,1,8,71,16,0,8.875,2,0,0,0,5,2
23,backbone,6.5,4,1,12.5,0.5,1,1,24,500,87,241,20.833333333333332,3.625,10.041666666666666,14,0.5833333333333334,6,1
24,backbone,6,3,1,13,0,0,1,41,4919,210,2539,119.97560975609755,5.121951219512195,61.926829268292686,18,0.43902439024390244,14,7
2,ansible,3,1,1,6,0,0,4,274,12700,2259,888,46.35036496350365,8.244525547445255,3.240875912408759,16,0.058394160583941604,89,71
3,ansible,3,1,1,4,0,0,4,175,3728,943,56,21.302857142857142,5.388571428571429,0.32,6,0.03428571428571429,75,57
4,ansible,4,1,1,7,0,0,4,286,8747,1525,124,30.583916083916083,5.3321678321678325,0.43356643356643354,6,0.02097902097902098,92,74
5,ansible,5,1,1,7,0,0,4,173,4988,2080,124,28.832369942196532,12.023121387283236,0.7167630057803468,9,0.05202312138728324,70,50
6,ansible,5,2,1,9,0,0,4,328,12506,2894,273,38.1280487804878,8.823170731707316,0.8323170731707317,22,0.06707317073170732,76,54
7,ansible,4,1,1,7,0,0,4,177,5334,984,244,30.135593220338983,5.559322033898305,1.3785310734463276,7,0.03954802259887006,49,32
8,ansible,5.5,2,1,10,1,2,4,204,13463,9029,3596,65.99509803921569,44.259803921568626,17.627450980392158,48,0.23529411764705882,54,41
9,ansible,4,2,1,9,1,1,4,147,9153,6472,1443,62.265306122448976,44.02721088435374,9.816326530612244,23,0.1564625850340136,35,24
10,ansible,2.5,1,1,4.5,0,0,4,144,5055,1707,333,35.104166666666664,11.854166666666666,2.3125,5,0.034722222222222224,44,31
11,ansible,3,2,1,6,0,0,4,109,33213,25598,125,304.70642201834863,234.8440366972477,1.146788990825688,9,0.08256880733944955,30,18
12,ansible,4.5,2,1,8,1,2,4,228,13757,7417,778,60.33771929824562,32.530701754385966,3.412280701754386,19,0.08333333333333333,55,39
13,ansible,3,2,1,5.5,1,2,4,172,6128,4063,472,35.627906976744185,23.622093023255815,2.744186046511628,19,0.11046511627906977,36,23
14,ansible,4,2,1,6,1,3,4,227,8183,5223,1221,36.048458149779734,23.008810572687224,5.378854625550661,25,0.11013215859030837,51,41
15,ansible,4,2,1,6,1,1,4,252,30719,18417,1912,121.90079365079364,73.08333333333333,7.587301587301587,27,0.10714285714285714,38,26
16,ansible,3,1,1,5,1,3,4,312,9226,5808,2047,29.57051282051282,18.615384615384617,6.560897435897436,14,0.04487179487179487,44,29
17,ansible,3,2,1,6,1,2,4,370,9134,5397,699,24.686486486486487,14.586486486486486,1.8891891891891892,21,0.05675675675675676,64,42
18,ansible,4,2,1,7,1,4,4,409,9480,6981,341,23.17848410757946,17.068459657701712,0.8337408312958435,19,0.04645476772616137,60,41
19,ansible,5,2,1,8,1,4,4,385,46374,35315,4635,120.45194805194805,91.72727272727273,12.03896103896104,52,0.13506493506493505,68,48
20,ansible,3,2,1,6,1,3,4,407,12258,9686,889,30.117936117936118,23.798525798525798,2.1842751842751844,27,0.06633906633906633,59,38
21,ansible,3,2,1,6,1,3,4,303,9480,6252,233,31.287128712871286,20.633663366336634,0.768976897689769,13,0.0429042904290429,55,34
22,ansible,4,2,1,6,1,2,4,304,7303,4678,273,24.023026315789473,15.388157894736842,0.8980263157894737,17,0.05592105263157895,44,24
23,ansible,3,2,1,6,1,2.5,4,174,7653,3799,156,43.98275862068966,21.833333333333332,0.896551724137931,9,0.05172413793103448,43,25
24,ansible,5,2,1,7,1,4,4,252,5287,3806,56,20.98015873015873,15.103174603174603,0.2222222222222222,6,0.023809523809523808,58,42
2,ipython,15,5,2,24,1,9,4.25,273,63827,28191,827,233.7985347985348,103.26373626373626,3.029304029304029,34,0.12454212454212454,17,6
3,ipython,9,3,1,13,1,8,4,211,36601,8627,650,173.46445497630333,40.88625592417062,3.080568720379147,31,0.14691943127962084,21,8
4,ipython,14.5,5,1,19.5,1,10.5,3,130,15153,12302,1780,116.56153846153846,94.63076923076923,13.692307692307692,26,0.2,17,7
5,ipython,9,2,1,13,1,7,4,280,15978,8899,945,57.06428571428572,31.78214285714286,3.375,43,0.15357142857142858,15,5
6,ipython,9,3,1,13,1,7,4,340,14871,10899,1330,43.73823529411764,32.055882352941175,3.911764705882353,62,0.18235294117647058,17,7
7,ipython,5,2,1,10,1,4,4,113,23629,2275,78,209.10619469026548,20.13274336283186,0.6902654867256637,10,0.08849557522123894,16,6
8,ipython,8,3,1,14,1,8,5,203,27936,13703,687,137.61576354679804,67.50246305418719,3.3842364532019706,34,0.16748768472906403,14,5
9,ipython,10,2,1,14,1,5,3,83,4529,2786,664,54.566265060240966,33.566265060240966,8,28,0.3373493975903614,18,8
10,ipython,10,2,1,17,1,6,3,91,5093,3466,1289,55.967032967032964,38.08791208791209,14.164835164835164,31,0.34065934065934067,12,6
11,ipython,8,2,1,13,1,3,3,206,7080,3772,1901,34.36893203883495,18.310679611650485,9.228155339805825,59,0.28640776699029125,18,5
12,ipython,10,4,1,18,1,10,3.5,530,50178,42316,2750,94.67547169811321,79.84150943396226,5.188679245283019,92,0.17358490566037735,26,11
13,ipython,7,2,1,10,1,2,3.5,327,47396,31411,1353,144.94189602446482,96.05810397553516,4.137614678899083,84,0.25688073394495414,25,13
14,ipython,9,3,1,15,1,6,3,227,29535,17922,3761,130.11013215859032,78.95154185022027,16.568281938325992,57,0.2511013215859031,17,7
15,ipython,6,2,1,10,1,4,4,176,5055,3013,846,28.72159090909091,17.119318181818183,4.806818181818182,42,0.23863636363636365,26,8
16,ipython,10,2,1,16.5,1,7,3,104,5049,4226,566,48.54807692307692,40.63461538461539,5.4423076923076925,20,0.19230769230769232,18,8
17,ipython,7,3,1,13.5,1,5,3,98,72478,5417,65913,739.5714285714286,55.275510204081634,672.5816326530612,22,0.22448979591836735,16,7
18,ipython,10,4,1,15,1,9.5,3,114,12062,5900,591,105.80701754385964,51.75438596491228,5.184210526315789,27,0.23684210526315788,20,8
19,ipython,8,2,1,12,1,3,3,91,23205,3933,4728,255,43.21978021978022,51.956043956043956,15,0.16483516483516483,17,9
20,ipython,9,4,1,16,1,5,3,392,154474,19409,36882,394.06632653061223,49.51275510204081,94.08673469387755,72,0.1836734693877551,25,11
21,ipython,11,5,1,23.5,1,4,2,310,142307,15298,64656,459.0548387096774,49.348387096774196,208.56774193548387,50,0.16129032258064516,20,8
22,ipython,6.5,3,1,10,1,2.5,3,202,9133,5006,1224,45.21287128712871,24.782178217821784,6.0594059405940595,34,0.16831683168316833,17,9
23,ipython,5,3,1,12,1,7,4,325,291937,126769,35044,898.2676923076923,390.05846153846153,107.8276923076923,31,0.09538461538461539,29,17
24,ipython,7,4,1,12,1,4,3,225,48844,22549,470,217.08444444444444,100.21777777777778,2.088888888888889,24,0.10666666666666667,18,8
2,gollum,4,2,1,7,0,0,3,53,10631,6957,138,200.58490566037736,131.26415094339623,2.6037735849056602,8,0.1509433962264151,8,5
3,gollum,4,2,1,7,0,0,3,157,7018,1805,438,44.70063694267516,11.496815286624203,2.789808917197452,22,0.14012738853503184,11,8
4,gollum,4,2,1,7,1,5.5,4,46,153362,139062,9353,3333.9565217391305,3023.086956521739,203.32608695652175,11,0.2391304347826087,8,5
5,gollum,6,2,1,10,1,3,4,75,26952,25964,338,359.36,346.18666666666667,4.506666666666667,20,0.26666666666666666,11,8
6,gollum,3,2,1,5,1,2.5,4,74,1038,760,99,14.027027027027026,10.27027027027027,1.337837837837838,13,0.17567567567567569,7,4
7,gollum,2.5,1,1,6,0,0,3,32,742,165,289,23.1875,5.15625,9.03125,14,0.4375,7,5
8,gollum,3,2,1,6,1,2,3,91,1036,469,309,11.384615384615385,5.153846153846154,3.3956043956043955,24,0.26373626373626374,4,2
9,gollum,4,2,1,6,1,2,3,79,1896,880,283,24,11.139240506329115,3.5822784810126582,22,0.27848101265822783,6,4
10,gollum,3,2,1,4,1,2,3,25,288,82,43,11.52,3.28,1.72,4,0.16,3,1
11,gollum,3,3,1,6,0,0,2.5,5,36,14,12,7.2,2.8,2.4,1,0.2,1,
12,gollum,4,1,1,5,0,0,4,21,791,378,39,37.666666666666664,18,1.8571428571428572,6,0.2857142857142857,7,3
13,gollum,5,2,1,9,0,0,3,29,7402,3339,2479,255.24137931034483,115.13793103448276,85.48275862068965,8,0.27586206896551724,9,5
14,gollum,1,1,1,2,0,0,4,11,545,11,0,49.54545454545455,1,0,0,0,5,1
15,gollum,2,2,1,4,0,0,3,9,128,22,95,14.222222222222221,2.4444444444444446,10.555555555555555,4,0.4444444444444444,4,3
16,gollum,1,1,1,2,0,0,2,7,35,14,6,5,2,0.8571428571428571,1,0.14285714285714285,3,1
17,gollum,1,1,1,4,0,0,5,7,132,101,0,18.857142857142858,14.428571428571429,0,0,0,2,1
18,gollum,9,5,2,18,1,2,3,5,73,21,42,14.6,4.2,8.4,3,0.6,3,2
19,gollum,1,1,1,2,1,2,4.5,2,4,4,0,2,2,0,0,0,2,1
20,gollum,3.5,1.5,1,5.5,0,0,6,8,43,13,0,5.375,1.625,0,0,0,4,3
21,gollum,5,1,2,6,1,2,3,5,31,16,3,6.2,3.2,0.6,1,0.2,4,3
22,gollum,1.5,0,1,2,1,1,3,4,17,5,12,4.25,1.25,3,1,0.25,3,3
23,gollum,2,1,1,3,0,0,5,13,115,25,0,8.846153846153847,1.9230769230769231,0,0,0,9,8
24,gollum,3,1,1,4,0.5,1,3.25,8,53,22,0,6.625,2.75,0,0,0,4,4
2,jsbin,5,2,1,8,1,5,4,43,61421,48656,1003,1428.3953488372092,1131.5348837209303,23.325581395348838,1,0.023255813953488372,5,3
3,jsbin,5,2,1,7,1,6,4,41,31002,17119,6404,756.1463414634146,417.5365853658537,156.1951219512195,1,0.024390243902439025,5,2
4,jsbin,4,1,1,8,1,2,4,33,659,476,0,19.96969696969697,14.424242424242424,0,0,0,5,2
5,jsbin,4.5,2,1,7,1,4,3,46,1161,800,0,25.23913043478261,17.391304347826086,0,0,0,5,3
6,jsbin,8,3,1,10,1,9,3.25,53,41807,41415,120,788.811320754717,781.4150943396227,2.2641509433962264,6,0.11320754716981132,4,1
7,jsbin,6,4,1,12,1,4.5,3.5,126,10658,8653,439,84.58730158730158,68.67460317460318,3.484126984126984,8,0.06349206349206349,9,4
